gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference
F,19.0,"1,623",64.1,925,780,961
F,34.0,"1,598",62.9,951,846,995
F,53.0,"1,526",61.0,955,852,950
F,60.0,"1,560",68.6,"1,041",930,972
M,49.0,"1,693",67.5,905,831,910
F,22.0,"1,640",56.2,820,694,943
F,26.0,"1,590",56.5,856,695,943
F,36.0,"1,663",52.2,796,692,900
F,45.0,"1,612",60.9,914,795,923
M,18.0,"1,619",68.0,961,895,955
F,22.0,"1,636",54.1,820,715,913
M,23.0,"1,831",91.9,935,978,"1,049"
M,16.0,"1,750",63.0,802,705,901
M,16.0,"1,733",80.5,958,878,"1,021"
M,19.0,"1,775",64.5,942,740,898
F,55.0,"1,481",59.1,934,855,955
F,38.0,"1,626",70.6,951,830,"1,005"
F,43.0,"1,640",65.1,920,815,"1,020"
F,30.0,"1,620",53.1,782,707,897
F,20.0,"1,580",46.5,840,644,861
F,69.0,"1,551",57.9,850,796,948
F,55.0,"1,522",52.0,871,820,900
M,17.0,"1,701",61.5,866,712,889
M,16.0,"1,748",62.1,855,697,896
F,29.0,"1,618",55.3,829,757,918
M,19.0,"1,746",58.4,856,670,868
F,64.0,"1,588",61.5,921,845,961
M,29.0,"1,693",69.8,895,840,945
F,18.0,"1,602",45.7,752,615,870
F,17.0,"1,627",49.7,788,620,880
M,16.0,"1,750",73.0,885,810,965
F,34.0,"1,611",50.2,790,666,877
F,20.0,"1,612",47.3,753,670,892
F,51.0,"1,537",70.5,"1,051",881,"1,002"
F,31.0,"1,544",64.8,"1,025",880,984
F,48.0,"1,454",44.8,816,674,846
F,19.0,"1,578",55.4,818,731,975
F,60.0,"1,580",52.4,905,802,861
M,25.0,"1,690",67.2,956,803,935
M,24.0,"1,731",64.4,890,746,937
F,16.0,"1,644",48.0,780,625,851
M,18.0,"1,637",67.9,890,773,935
M,42.0,"1,675",70.1,987,781,920
F,16.0,"1,642",63.5,885,731,975
M,55.0,"1,718",81.1,975,921,"1,007"
M,16.0,"1,628",44.7,780,630,782
F,60.0,"1,536",64.7,974,914,975
M,19.0,"1,650",58.9,882,745,895
F,19.0,"1,626",64.1,919,794,978
F,17.0,"1,685",57.2,806,685,965
F,17.0,"1,463",45.5,851,691,820
M,35.0,"1,665",80.9,975,901,"1,023"
M,45.0,"1,685",64.1,908,771,907
M,49.0,"1,666",82.7,"1,050",915,"1,030"
M,48.0,"1,674",75.2,995,910,"1,000"
M,33.0,"1,776",71.6,884,825,961
F,16.0,"1,690",53.5,815,641,921
F,39.0,"1,628",57.2,841,755,970
M,32.0,"1,664",65.2,912,760,930
F,32.0,"1,720",62.5,885,762,960
M,19.0,"1,658",49.5,760,625,801
F,19.0,"1,564",75.8,941,901,"1,080"
F,65.0,"1,555",56.0,918,785,945
M,33.0,"1,696",87.0,"1,040",970,"1,050"
F,47.0,"1,580",65.0,925,820,993
F,21.0,"1,532",49.3,775,672,925
F,38.0,"1,760",72.0,915,840,985
M,34.0,"1,760",74.8,935,800,"1,000"
F,20.0,"1,590",48.1,785,644,895
M,34.0,"1,698",62.8,874,740,900
F,16.0,"1,600",61.4,889,705,"1,000"
M,28.0,"1,694",66.9,925,748,953
M,43.0,"1,739",86.8,"1,059",982,"1,045"
M,27.0,"1,868",112.7,"1,131","1,051","1,138"
F,21.0,"1,581",53.4,802,717,925
M,61.0,"1,622",53.3,860,774,838
F,19.0,"1,655",48.9,775,670,881
F,20.0,"1,584",39.0,740,608,813
M,52.0,"1,816",81.4,986,983,985
F,33.0,"1,687",73.5,980,841,966
F,19.0,"1,534",47.6,792,643,871
M,38.0,"1,731",69.7,901,806,947
F,19.0,"1,610",50.9,770,677,891
F,64.0,"1,620",69.0,995,945,991
M,39.0,"1,740",84.2,"1,000",910,"1,010"
M,26.0,"1,705",59.7,854,728,891
F,17.0,"1,544",37.8,690,626,808
F,21.0,"1,522",42.8,772,626,815
M,22.0,"1,764",70.0,870,784,976
M,26.0,"1,717",71.2,886,832,930
M,61.0,"1,740",84.3,"1,026",945,"1,013"
M,34.0,"1,760",74.3,936,829,966
F,68.0,"1,506",60.7,970,922,984
F,38.0,"1,595",53.8,835,765,909
F,38.0,"1,635",79.8,"1,085",981,"1,065"
M,15.0,"1,749",63.4,905,723,930
F,28.0,"1,605",57.4,850,740,934
M,42.0,"1,874",82.9,950,900,995
M,32.0,"1,721",85.6,"1,038",906,"1,025"
F,53.0,"1,605",53.9,839,744,906
F,25.0,"1,608",58.0,880,732,956
F,38.0,"1,619",62.0,905,805,935
F,21.0,"1,606",61.9,873,754,"1,021"
F,41.0,"1,565",46.9,820,690,900
F,31.0,"1,547",60.0,821,781,970
F,35.0,"1,557",47.8,765,654,887
F,43.0,"1,535",44.9,765,630,851
F,36.0,"1,614",57.7,893,772,942
M,18.0,"1,731",59.5,850,700,868
M,19.0,"1,725",79.8,974,895,"1,023"
M,35.0,"1,745",86.7,975,985,"1,021"
M,17.0,"1,744",77.5,972,873,"1,005"
F,53.0,"1,649",70.5,"1,025",870,955
M,41.0,"1,740",71.3,917,817,945
M,52.0,"1,660",68.1,940,846,926
M,55.0,"1,740",84.3,"1,027",976,"1,005"
M,16.0,"1,674",61.8,806,750,947
F,27.0,"1,609",60.4,890,860,"1,010"
M,40.0,"1,709",54.3,872,726,830
F,60.0,"1,584",57.8,912,849,910
M,34.0,"1,746",70.9,938,815,911
F,16.0,"1,542",50.7,830,625,870
M,20.0,"1,696",60.4,869,769,920
M,66.0,"1,707",79.3,995,946,995
M,17.0,"1,766",68.0,805,786,959
F,21.0,"1,595",43.5,751,615,851
M,47.0,"1,644",76.5,990,957,991
F,53.0,"1,560",58.2,901,764,940
M,53.0,"1,727",74.3,930,898,975
F,20.0,"1,625",61.6,921,767,936
M,68.0,"1,760",68.6,895,837,954
M,39.0,"1,778",65.3,911,815,896
M,53.0,"1,652",67.8,913,810,941
F,19.0,"1,589",64.9,922,821,"1,011"
F,23.0,"1,576",48.3,785,660,805
F,19.0,"1,560",52.9,850,701,891
F,26.0,"1,615",59.9,860,740,942
M,22.0,"1,745",57.2,862,704,880
M,55.0,"1,655",62.4,870,797,884
F,54.0,"1,526",70.7,"1,042",956,"1,055"
F,20.0,"1,545",54.3,861,685,951
M,27.0,"1,716",59.0,815,720,875
F,32.0,"1,684",58.3,860,780,951
F,16.0,"1,590",49.8,779,652,885
F,36.0,"1,600",53.2,840,725,932
F,27.0,"1,595",59.5,884,800,943
M,20.0,"1,686",61.8,865,702,885
F,29.0,"1,635",54.0,844,715,905
F,35.0,"1,612",52.6,872,715,890
M,18.0,"1,804",104.5,"1,046","1,025","1,139"
M,32.0,"1,769",90.0,"1,036",972,"1,045"
M,48.0,"1,716",61.7,862,745,903
M,19.0,"1,748",64.3,852,725,906
F,35.0,"1,500",44.2,790,661,871
F,51.0,"1,476",63.6,965,896,972
M,27.0,"1,845",81.0,932,834,976
F,37.0,"1,652",63.6,835,855,"1,022"
M,18.0,"1,672",62.1,825,771,952
F,16.0,"1,644",51.8,809,735,926
M,39.0,"1,660",90.0,"1,062","1,012","1,044"
F,19.0,"1,700",59.9,844,721,961
F,28.0,"1,620",59.1,871,741,"1,016"
F,67.0,"1,504",59.0,945,905,916
M,22.0,"1,690",61.7,870,740,910
F,18.0,"1,581",52.1,855,670,918
F,58.0,"1,510",62.9,988,880,951
F,49.0,"1,538",54.9,886,791,951
F,21.0,"1,578",61.2,875,770,978
F,61.0,"1,509",51.8,845,760,874
F,66.0,"1,513",48.3,860,780,894
M,16.0,"1,641",51.6,765,660,854
M,18.0,"1,824",62.3,880,700,898
M,45.0,"1,773",85.1,"1,022",946,"1,010"
F,39.0,"1,570",45.6,775,671,845
M,16.0,"1,686",65.1,888,763,925
F,28.0,"1,576",77.6,"1,085",970,985
M,17.0,"1,702",59.8,910,692,905
M,46.0,"1,613",62.8,950,783,900
F,34.0,"1,510",60.4,886,801,950
M,20.0,"1,709",61.4,860,772,898
M,36.0,"1,804",81.1,965,862,"1,010"
F,33.0,"1,616",54.4,868,694,895
M,24.0,"1,844",78.2,912,836,"1,003"
F,40.0,"1,648",55.3,858,758,925
F,29.0,"1,606",56.2,852,768,954
F,17.0,"1,760",67.1,863,722,990
F,17.0,"1,586",48.3,751,645,895
F,40.0,"1,561",51.0,838,705,892
M,66.0,"1,603",58.3,951,808,891
M,18.0,"1,760",78.0,934,870,986
M,24.0,"1,730",61.1,856,726,890
M,17.0,"1,694",81.7,986,970,"1,005"
F,66.0,"1,440",50.6,887,775,894
M,47.0,"1,709",69.8,945,865,930
M,60.0,"1,695",81.3,985,983,970
M,17.0,"1,660",71.1,925,850,999
F,17.0,"1,571",58.4,870,756,962
F,16.0,"1,554",52.1,830,735,899
M,32.0,"1,676",74.7,977,875,992
F,17.0,"1,646",57.9,817,689,905
M,50.0,"1,730",67.7,898,807,976
F,43.0,"1,459",42.6,785,688,843
F,67.0,"1,511",51.4,890,780,855
M,22.0,"1,777",80.0,980,871,"1,005"
F,19.0,"1,726",73.7,892,760,"1,032"
F,16.0,"1,624",49.8,765,645,951
M,61.0,"1,568",70.2,961,979,930
F,16.0,"1,626",59.6,870,730,950
M,45.0,"1,700",82.1,"1,056",906,"1,017"
F,32.0,"1,649",48.3,780,666,881
F,54.0,"1,521",49.1,835,735,870
M,34.0,"1,816",77.5,948,872,980
M,50.0,"1,631",73.8,980,915,961
F,57.0,"1,583",60.7,920,806,950
F,19.0,"1,630",56.0,826,800,939
F,36.0,"1,683",55.8,851,696,939
F,19.0,"1,627",58.0,848,827,939
M,52.0,"1,636",71.0,"1,012",875,981
F,16.0,"1,557",42.7,775,599,872
M,38.0,"1,753",97.5,"1,105",960,"1,080"
M,36.0,"1,657",58.4,837,764,907
M,29.0,"1,755",82.7,"1,029",915,"1,005"
M,28.0,"1,712",74.9,985,870,988
F,51.0,"1,596",56.8,900,786,912
M,34.0,"1,816",88.8,995,914,"1,036"
M,35.0,"1,735",77.5,950,886,980
M,57.0,"1,623",67.9,"1,010",825,868
M,33.0,"1,715",79.6,"1,005",891,"1,015"
M,37.0,"1,730",67.4,897,723,935
F,39.0,"1,620",48.5,798,630,855
F,20.0,"1,577",53.0,819,698,915
M,35.0,"1,776",64.3,860,736,940
M,19.0,"1,653",47.9,742,645,793
F,22.0,"1,629",51.8,801,691,920
F,21.0,"1,660",73.9,"1,008",815,995
M,38.0,"1,741",92.3,"1,050",912,"1,071"
F,36.0,"1,521",63.1,940,799,981
F,36.0,"1,705",72.6,960,843,"1,047"
M,36.0,"1,717",93.7,"1,085",981,"1,025"
F,34.0,"1,530",50.4,835,730,876
M,32.0,"1,745",59.8,914,805,915
M,35.0,"1,705",80.4,"1,006",943,"1,000"
M,38.0,"1,754",87.3,"1,055",970,"1,010"
M,61.0,"1,693",70.8,954,892,973
M,32.0,"1,797",94.2,"1,070",958,"1,079"
F,33.0,"1,587",94.1,"1,140","1,101","1,121"
M,45.0,"1,711",70.0,952,844,920
F,18.0,"1,626",82.1,994,950,"1,086"
F,45.0,"1,500",48.4,830,691,890
M,32.0,"1,747",75.6,942,862,961
F,61.0,"1,552",60.3,932,855,898
F,19.0,"1,575",49.6,861,685,890
M,27.0,"1,774",64.5,838,725,955
F,44.0,"1,520",45.5,815,661,813
F,55.0,"1,539",57.8,933,780,916
M,18.0,"1,763",54.5,777,648,828
F,20.0,"1,560",40.6,724,610,830
F,21.0,"1,521",49.6,846,711,880
M,18.0,"1,806",56.8,795,674,890
F,35.0,"1,587",55.8,863,743,926
M,35.0,"1,705",59.5,865,748,905
F,39.0,"1,650",62.1,878,746,955
M,16.0,"1,782",73.2,908,772,945
M,33.0,"1,723",64.5,894,785,906
F,17.0,"1,563",54.1,815,721,906
M,54.0,"1,716",72.7,957,850,965
F,42.0,"1,590",89.3,"1,205","1,025","1,085"
F,16.0,"1,686",66.4,890,735,996
M,38.0,"1,800",97.4,"1,051",988,"1,070"
M,20.0,"1,784",105.8,"1,115",983,"1,102"
F,44.0,"1,534",49.2,885,716,850
M,40.0,"1,725",73.0,935,830,965
F,53.0,"1,462",58.6,945,832,922
M,18.0,"1,724",78.7,920,807,994
F,30.0,"1,617",58.9,925,801,946
F,16.0,"1,644",44.2,725,575,853
M,18.0,"1,776",68.6,900,780,965
M,19.0,"1,752",75.1,945,868,988
F,17.0,"1,548",47.0,786,642,835
F,16.0,"1,620",47.6,685,642,886
F,25.0,"1,571",48.5,833,672,875
F,17.0,"1,650",57.6,862,685,930
M,20.0,"1,621",55.3,792,726,885
F,41.0,"1,660",63.3,950,855,960
M,37.0,"1,749",68.0,892,816,962
F,18.0,"1,620",59.4,885,710,971
M,36.0,"1,765",69.3,886,774,966
M,19.0,"1,677",79.4,"1,003",885,"1,020"
M,42.0,"1,697",72.1,960,833,956
M,29.0,"1,655",64.9,932,760,920
F,59.0,"1,469",51.9,881,781,856
M,43.0,"1,735",90.2,990,956,"1,086"
F,66.0,"1,482",55.7,992,941,900
F,44.0,"1,505",73.8,"1,000",952,"1,025"
F,43.0,"1,505",84.3,"1,135","1,076","1,095"
M,24.0,"1,796",88.7,"1,065",910,"1,040"
F,32.0,"1,597",56.6,850,735,944
M,30.0,"1,680",75.0,885,904,978
F,18.0,"1,586",53.5,832,660,954
M,18.0,"1,662",65.2,871,776,965
F,18.0,"1,619",47.5,792,620,883
M,20.0,"1,658",53.3,795,670,879
M,19.0,"1,695",58.6,832,770,915
M,16.0,"1,715",67.5,900,765,951
M,29.0,"1,677",80.5,991,941,"1,013"
F,68.0,"1,474",51.8,883,855,925
M,39.0,"1,645",80.2,"1,032",996,"1,022"
F,26.0,"1,670",47.4,765,640,849
M,29.0,"1,774",69.3,898,790,944
M,29.0,"1,661",69.3,887,820,953
M,28.0,"1,764",75.2,940,822,990
M,20.0,"1,827",97.1,995,991,"1,058"
M,17.0,"1,745",111.0,"1,125","1,071","1,180"
F,39.0,"1,690",66.1,882,881,"1,012"
M,25.0,"1,770",73.9,922,820,965
M,22.0,"1,667",55.5,826,696,876
F,27.0,"1,610",69.9,973,820,"1,001"
F,20.0,"1,692",52.4,837,690,934
M,64.0,"1,585",65.2,920,900,904
M,45.0,"1,682",75.9,982,916,"1,005"
F,56.0,"1,560",62.9,"1,017",875,881
F,18.0,"1,670",51.8,760,653,895
M,17.0,"1,712",54.1,780,651,857
F,18.0,"1,576",50.6,815,661,896
M,27.0,"1,645",88.1,"1,081","1,031","1,005"
F,33.0,"1,527",51.6,832,725,897
F,54.0,"1,449",58.2,"1,019",921,893
F,47.0,"1,570",54.8,860,780,900
M,35.0,"1,742",75.3,950,825,940
F,17.0,"1,597",52.3,830,702,892
M,20.0,"1,730",68.9,906,737,942
M,18.0,"1,713",62.3,815,700,898
F,60.0,"1,448",50.2,894,774,865
F,19.0,"1,674",64.0,887,819,945
F,35.0,"1,570",49.3,805,698,855
M,18.0,"1,667",62.4,827,767,902
F,22.0,"1,626",54.1,790,702,955
F,19.0,"1,613",57.8,870,741,945
M,17.0,"1,768",62.1,851,705,901
F,19.0,"1,630",65.3,975,825,935
F,63.0,"1,480",56.8,895,876,911
M,36.0,"1,700",71.7,982,836,952
M,18.0,"1,723",67.1,820,703,962
M,17.0,"1,755",68.6,865,741,911
M,17.0,"1,802",73.1,925,713,974
M,28.0,"1,681",75.0,997,858,998
M,30.0,"1,683",67.5,919,811,929
M,55.0,"1,760",89.2,"1,075",980,"1,015"
F,16.0,"1,528",47.4,753,650,911
M,27.0,"1,703",73.4,930,852,944
M,27.0,"1,743",62.8,897,787,875
M,16.0,"1,813",88.6,925,870,"1,050"
M,50.0,"1,585",59.8,892,777,866
M,62.0,"1,692",78.1,966,980,991
F,19.0,"1,646",59.2,855,707,920
F,17.0,"1,640",50.5,779,671,906
M,27.0,"1,786",76.3,943,857,"1,001"
M,35.0,"1,703",59.6,881,710,890
F,40.0,"1,622",59.6,881,794,956
M,26.0,"1,790",76.3,932,838,"1,006"
M,20.0,"1,751",68.4,914,720,943
F,20.0,"1,675",53.1,802,654,935
F,20.0,"1,558",59.2,865,760,965
M,19.0,"1,685",87.0,"1,044",931,"1,026"
M,32.0,"1,749",91.0,"1,073",975,"1,105"
F,25.0,"1,605",47.6,800,701,845
F,29.0,"1,484",53.5,845,752,931
M,37.0,"1,725",78.2,995,865,991
M,61.0,"1,616",67.6,922,871,929
M,22.0,"1,785",75.8,926,805,974
M,58.0,"1,590",58.2,905,845,860
F,19.0,"1,667",69.6,980,762,975
F,43.0,"1,646",54.6,860,742,874
M,25.0,"1,685",61.2,862,790,910
M,30.0,"1,719",75.9,933,836,959
F,33.0,"1,515",94.8,"1,175","1,174","1,116"
M,18.0,"1,707",56.9,792,688,898
M,18.0,"1,755",65.4,900,753,960
F,16.0,"1,599",51.7,808,669,936
F,17.0,"1,695",63.4,854,715,995
M,19.0,"1,793",88.1,978,917,"1,049"
M,28.0,"1,675",74.0,985,852,992
M,16.0,"1,712",61.2,850,685,894
F,19.0,"1,556",47.6,760,713,864
M,16.0,"1,657",61.2,836,717,911
M,27.0,"1,721",65.4,857,772,961
M,51.0,"1,720",87.2,"1,013","1,020",983
F,17.0,"1,639",62.8,880,735,961
F,37.0,"1,630",53.5,845,710,910
M,26.0,"1,830",107.4,"1,152","1,063","1,094"
M,60.0,"1,764",85.5,"1,063",978,"1,004"
F,25.0,"1,573",58.1,877,760,955
F,19.0,"1,512",41.8,822,651,817
M,19.0,"1,860",101.8,"1,095",945,"1,095"
F,46.0,"1,455",59.3,954,879,908
M,45.0,"1,630",60.1,925,739,841
F,17.0,"1,557",56.5,915,756,921
F,17.0,"1,605",49.6,814,610,875
M,24.0,"1,780",85.3,967,860,"1,034"
M,35.0,"1,660",51.6,820,655,869
F,40.0,"1,540",70.4,"1,021",881,996
M,26.0,"1,770",89.0,"1,025",957,"1,077"
F,19.0,"1,570",48.1,805,664,895
M,22.0,"1,718",61.8,890,735,893
F,20.0,"1,613",49.1,822,645,875
F,32.0,"1,600",58.6,872,809,"1,000"
M,15.0,"1,714",65.9,906,745,960
M,25.0,"1,779",93.3,974,"1,047","1,097"
M,25.0,"1,710",69.0,910,829,955
F,34.0,"1,620",54.7,885,696,930
M,18.0,"1,651",61.2,815,760,925
F,19.0,"1,553",48.4,855,680,865
F,57.0,"1,487",55.3,990,835,850
F,33.0,"1,624",67.4,960,852,930
M,17.0,"1,736",58.7,798,694,910
F,51.0,"1,553",62.0,981,850,920
M,38.0,"1,713",78.0,"1,000",880,"1,005"
M,29.0,"1,703",87.9,"1,038",962,"1,043"
F,23.0,"1,514",48.0,790,690,910
M,23.0,"1,804",65.6,915,775,916
M,18.0,"1,719",59.3,852,715,912
M,37.0,"1,742",77.9,"1,000",970,"1,004"
M,16.0,"1,680",61.1,855,672,873
F,33.0,"1,580",70.4,"1,030",815,"1,022"
M,19.0,"1,548",53.3,843,725,886
M,43.0,"1,680",68.7,970,850,910
F,31.0,"1,523",45.7,831,675,840
M,39.0,"1,716",75.5,995,915,945
M,41.0,"1,718",88.2,"1,090","1,027","1,040"
F,17.0,"1,575",49.0,834,639,872
M,40.0,"1,727",80.6,"1,000",902,"1,025"
F,47.0,"1,596",59.0,914,777,924
F,27.0,"1,636",64.2,900,783,990
F,63.0,"1,549",67.9,"1,065",960,937
F,26.0,"1,614",64.0,858,753,"1,036"
M,26.0,"1,708",58.8,875,718,858
M,32.0,"1,734",90.2,"1,007",975,"1,072"
M,26.0,"1,696",63.5,865,745,907
F,35.0,"1,522",50.9,870,735,865
M,34.0,"1,693",78.2,"1,037",918,"1,035"
M,17.0,"1,819",75.2,884,776,976
F,43.0,"1,611",87.1,"1,107","1,020","1,100"
F,57.0,"1,479",50.9,885,783,875
M,19.0,"1,696",71.5,886,824,993
F,19.0,"1,574",54.1,891,791,934
M,42.0,"1,606",61.1,914,826,923
F,20.0,"1,634",47.6,881,665,850
F,20.0,"1,670",61.0,883,740,955
F,34.0,"1,525",55.0,860,815,940
M,17.0,"1,789",59.0,785,715,908
F,25.0,"1,670",65.9,891,740,"1,023"
M,34.0,"1,800",71.0,905,765,934
M,20.0,"1,827",97.1,995,991,"1,058"
M,36.0,"1,675",75.6,963,885,957
F,16.0,"1,590",52.0,826,660,915
F,51.0,"1,527",58.4,930,815,900
,,,,,,
M,18.0,"1,761",62.4,861,715,921
M,61.0,"1,606",59.8,889,886,868
F,32.0,"1,664",69.4,970,851,"1,042"
M,56.0,"1,750",71.2,926,825,954
F,19.0,"1,517",56.2,855,755,964
M,58.0,"1,623",85.9,"1,070","1,000","1,041"
M,63.0,"1,668",69.1,925,921,944
M,29.0,"1,640",80.8,"1,026",922,972
M,32.0,"1,646",76.8,925,934,968
F,16.0,"1,532",48.6,790,690,900
F,20.0,"1,710",73.0,"1,005",828,990
F,33.0,"1,585",59.8,851,821,961
M,42.0,"1,721",59.8,870,714,870
M,56.0,"1,620",59.8,855,864,885
M,44.0,"1,738",78.0,979,954,961
M,20.0,"1,706",59.2,840,701,910
F,30.0,"1,530",36.8,695,562,782
F,19.0,"1,555",49.2,801,660,898
F,29.0,"1,610",65.7,906,891,991
M,20.0,"1,776",84.8,"1,003",885,"1,032"
M,50.0,"1,658",67.2,900,865,921
M,64.0,"1,665",52.3,871,757,820
F,26.0,"1,635",45.3,750,681,855
M,36.0,"1,703",60.7,866,755,912
M,20.0,"1,750",67.8,905,845,951
M,32.0,"1,755",81.2,977,908,"1,024"
F,34.0,"1,555",57.3,881,773,935
M,19.0,"1,610",70.0,915,825,970
F,26.0,"1,603",59.1,879,804,939
M,23.0,"1,720",61.0,855,695,902
F,19.0,"1,563",57.8,940,790,930
M,18.0,"1,825",63.1,840,702,921
F,52.0,"1,664",73.5,"1,005",892,990
F,19.0,"1,610",62.5,880,740,973
F,43.0,"1,580",49.7,855,745,900
F,19.0,"1,684",61.4,904,755,967
F,25.0,"1,568",58.5,849,805,961
M,19.0,"1,775",69.0,930,785,898
F,45.0,"1,535",58.1,895,792,982
M,40.0,"1,740",75.6,950,862,956
F,63.0,"1,452",44.8,780,704,835
M,17.0,"1,820",117.3,"1,164","1,060","1,211"
F,32.0,"1,666",61.2,858,793,968
F,35.0,"1,647",67.4,900,793,"1,001"
F,19.0,"1,634",51.8,794,685,880
M,29.0,"1,705",60.6,854,739,880
M,48.0,"1,684",55.6,870,750,840
M,66.0,"1,660",71.6,"1,032",920,966
F,27.0,"1,656",57.4,844,731,951
M,17.0,"1,788",60.2,828,685,900
M,17.0,"1,735",68.2,906,786,951
F,38.0,"1,605",62.7,955,785,"1,011"
F,46.0,"1,575",49.5,790,680,891
M,39.0,"1,755",89.2,"1,066",940,"1,011"
M,55.0,"1,632",67.6,947,840,930
F,62.0,"1,468",46.0,825,740,840
M,25.0,"1,874",76.5,924,766,965
F,21.0,"1,569",47.2,802,666,882
F,16.0,"1,640",48.0,795,635,871
F,55.0,"1,522",52.8,861,750,924
M,35.0,"1,750",76.6,990,878,990
F,54.0,"1,546",56.2,893,735,909
F,26.0,"1,562",50.2,828,654,935
F,30.0,"1,516",48.3,835,730,910
M,16.0,"1,664",47.2,740,625,836
M,36.0,"1,853",110.8,"1,113","1,076","1,085"
M,39.0,"1,714",63.2,905,807,910
M,17.0,"1,697",50.6,813,645,844
M,23.0,"1,703",62.0,897,733,914
M,16.0,"1,799",64.4,845,723,925
F,18.0,"1,610",55.9,840,655,961
M,35.0,"1,745",66.5,885,760,920
M,25.0,"1,774",81.0,"1,011",895,"1,000"
M,58.0,"1,695",58.8,865,770,866
M,17.0,"1,740",66.7,909,783,950
F,16.0,"1,613",68.7,"1,005",830,"1,002"
M,19.0,"1,737",64.1,820,730,917
F,33.0,"1,670",64.7,915,810,995
F,19.0,"1,595",46.7,744,655,856
M,30.0,"1,736",91.6,"1,061",955,"1,041"
F,26.0,"1,662",50.0,790,640,896
M,17.0,"1,661",56.0,876,659,850
M,58.0,"1,788",74.1,951,890,950
M,46.0,"1,660",65.9,940,787,913
M,17.0,"1,825",59.1,782,681,895
M,17.0,"1,755",66.0,840,715,936
M,32.0,"1,783",85.7,"1,005",928,"1,019"
F,26.0,"1,590",48.2,805,652,880
M,45.0,"1,624",59.5,842,798,879
M,36.0,"1,690",80.5,984,910,"1,012"
F,28.0,"1,644",48.8,800,618,886
M,18.0,"1,680",51.3,757,663,847
F,20.0,"1,654",56.6,835,716,920
M,32.0,"1,843",101.3,"1,028","1,011","1,116"
M,20.0,"1,741",49.3,807,641,815
M,19.0,"1,685",55.8,838,735,861
F,17.0,"1,665",72.3,967,834,"1,016"
F,22.0,"1,556",50.9,851,691,891
M,31.0,"1,737",83.3,975,931,"1,026"
M,16.0,"1,615",52.2,800,673,866
F,46.0,"1,523",49.3,843,700,883
M,30.0,"1,685",68.0,903,819,955
M,17.0,"1,752",71.0,901,806,952
F,44.0,"1,519",49.6,815,705,872
F,26.0,"1,585",61.3,890,730,"1,005"
F,58.0,"1,519",55.7,954,821,901
M,37.0,"1,705",70.1,945,840,970
F,38.0,"1,510",86.0,"1,030","1,027","1,092"
M,25.0,"1,706",74.0,900,820,980
M,23.0,"1,777",60.0,881,710,889
M,53.0,"1,582",52.2,836,705,825
M,22.0,"1,769",64.9,875,719,910
M,20.0,"1,740",84.3,"1,004",902,"1,017"
F,48.0,"1,624",54.6,836,720,904
F,20.0,"1,524",46.8,790,636,891
M,18.0,"1,712",73.9,890,770,"1,005"
F,22.0,"1,534",46.6,736,650,895
M,33.0,"1,736",79.6,"1,005",899,"1,005"
M,46.0,"1,681",73.7,931,860,926
M,16.0,"1,720",81.6,"1,018",899,"1,010"
F,38.0,"1,505",50.7,889,759,880
M,37.0,"1,690",87.4,"1,035","1,011","1,039"
F,28.0,"1,548",50.6,821,781,947
M,42.0,"1,678",63.5,885,800,935
F,56.0,"1,620",58.2,865,783,935
M,17.0,"1,734",61.2,812,697,939
M,25.0,"1,844",88.0,955,849,"1,010"
F,59.0,"1,544",65.1,988,865,983
F,63.0,"1,596",58.6,952,820,887
M,62.0,"1,670",71.0,886,881,932
M,20.0,"1,707",78.0,965,796,985
F,22.0,"1,580",46.4,764,620,850
F,16.0,"1,475",41.1,741,651,845
F,53.0,"1,580",48.3,835,695,841
F,47.0,"1,614",54.7,890,765,940
M,16.0,"1,702",52.5,805,665,813
F,18.0,"1,622",49.6,771,654,889
M,18.0,"1,670",60.9,849,750,920
F,17.0,"1,577",49.5,794,677,910
M,16.0,"1,736",64.6,879,720,930
M,24.0,"1,666",68.3,868,808,954
M,27.0,"1,820",73.9,958,800,973
F,20.0,"1,611",47.1,852,708,870
M,29.0,"1,740",78.3,965,929,"1,025"
M,23.0,"1,780",70.5,910,790,915
M,43.0,"1,695",69.2,912,850,889
M,30.0,"1,734",96.2,"1,050",984,"1,045"
M,27.0,"1,767",70.0,905,803,945
F,16.0,"1,656",50.2,805,660,888
F,31.0,"1,503",75.0,"1,051",930,"1,071"
F,31.0,"1,564",46.7,735,624,828
F,16.0,"1,571",65.0,896,770,"1,000"
M,18.0,"1,684",56.0,789,685,905
F,18.0,"1,489",40.3,726,675,831
F,49.0,"1,539",69.2,"1,004",885,"1,037"
M,19.0,"1,686",58.5,845,710,870
M,39.0,"1,760",92.0,"1,040",961,"1,036"
M,57.0,"1,745",78.1,970,910,978
M,24.0,"1,798",83.3,"1,010",875,994
M,28.0,"1,798",85.9,"1,010",885,"1,038"
M,38.0,"1,750",83.8,980,891,"1,010"
M,36.0,"1,687",62.6,870,786,925
M,43.0,"1,696",85.0,"1,063",936,"1,019"
M,19.0,"1,798",76.5,866,824,971
M,20.0,"1,810",68.5,860,770,985
F,31.0,"1,594",61.3,955,820,940
F,38.0,"1,625",44.9,768,643,855
M,25.0,"1,743",60.5,850,719,901
F,50.0,"1,480",50.7,914,785,875
M,32.0,"1,814",90.7,"1,040",911,"1,048"
